url,title,content,category
http://index.hr/vijesti/clanak/americki-doordash-kupuje-wolt-za-sedam-milijardi-eura/2317309.aspx,americki-doordash-kupuje-wolt-za-sedam-milijardi-eura,"AMERIČKA kompanija za dostavu hrane DoorDash objavila je da će kupiti finski Wolt kako bi proširila poslovanje na Europu u razdoblju normalizacije potražnje nakon pandemijskog buma.
Potražnja za uslugama dostave hrane snažno je ojačala u pandemiji covida-19, ali bi se trebala stabilizirati sljedećih mjeseci, pripremajući teren za konsolidaciju u sektoru koji teško dolazi do dobiti, ističe Reuters.
Transakcija od sedam milijardi eura
Američki Doordash dogovorio je kupnju Wolta u transakciji vrijednoj sedam milijardi eura, nudeći dioničarima finske tvrtke vlastite dionice. Vrijednost DoorDashovih dionica koje će biti izdane u sklopu transakcije iznosit će 206.45 dolara po dionici, objavile su dvije kompanije.
DoorDash će se tom transakcijom proširiti na 22 europska tržišta, uključujući Njemačku, Dansku, Švedsku, Hrvatsku i Srbiju.
Wolt je počeo poslovati 2015. godine u Helsinkiju i u međuvremenu se proširio u Europi i Aziji i ima više od 30 tisuća partnera među restoranima i maloprodajnim tvrtkama, navodi Reuters.
Wolt ima 2.5 milijuna mjesečno aktivnih korisnika
Finska je kompanija do kraja rujna imala više od 2.5 milijuna mjesečno aktivnih korisnika, a DoorDash je na kraju trećeg tromjesečja imao više od devet milijuna pretplatnika na usluge dostave.
""Udruživanje snaga s Woltom omogućit će nam da brže rastemo na međunarodnoj razini i istodobno pojačamo naš fokus na SAD"", istaknuo je u priopćenju objavljenom u utorak šef američke tvrtke Tony Xu.
Gotovo dvije trećine bruto vrijednosti Woltovih narudžbi, pokazatelja koja uključuje vrijednost svih narudžbi i pretplate na usluge dostave, osigurava pozitivan doprinos dobiti, istaknuli su u američkoj tvrtki, napomenuvši da neće objaviti više detalja.   
Iduće godine očekuju zaradu od 500 milijuna dolara
Transakcija bi trebala biti zaključena u prvoj polovini iduće godine, a u Woltu i DoorDashu očekuju da će u 2022. poslovati s prilagođenom temeljnom dobiti u rasponu od pozitivne nule do 500 milijuna dolara.
DoorDash je odvojeno objavio da mu je prihod u trećem tromjesečju poskočio 45 posto, na 1.28 milijardi dolara.",vijesti
http://index.hr/sport/clanak/ancic-o-bolesti-koja-mu-je-unistila-karijeru-godinu-dana-sam-lezao-u-krevetu/2317125.aspx,ancic-o-bolesti-koja-mu-je-unistila-karijeru-godinu-dana-sam-lezao-u-krevetu,"MARIO ANČIĆ je na vrhuncu karijere bio jedna od najvećih nada u svijetu tenisa. Osvojio je broncu na Olimpijskim igrama i Davis cup, a 2006. godine bio je sedmi igrač svijeta.
Ipak, profesionalna teniska karijera propala mu je zbog teške bolesti. U razgovoru za HRT-ovu emisiju U svojem filmu opisao je najteže trenutke u životu.
""Život vam podijeli karte. To sam podnio kao sportaš""
Ančić posljednjih 8 godina živi i radi u SAD-u i to na Wall Streetu. U Hrvatskoj je završio Pravni fakultet, a na Columbusu je i doktorirao. 
""Život vam jednostavno podijeli karte, na vama je da igrate. Obrazovanje je bilo ključ, ono mi je dalo drugu šansu u životu nakon tenisa. Imao sam želju dokazati se u nečem novom, a bez obrazovanja to ne bi bilo moguće. Bilo je novo, ali i uzbudljivo"", rekao je bivši hrvatski reprezentativac.
Opisao je i kako izgleda put od vrhunskog tenisača do pripravnika i partnera u investicijskom fondu.
""Morao sam dovesti ego u red, ali mi je sport tu izuzetno pomogao. Pomogao mi je učiti da uvijek ima uspona i padova, da sam sad na početku i da moram učiti na isti način na koji sam učio tenis. Trebalo je pregrmjeti probleme, ali sam odradio sve obveze u Hrvatskoj. Kasnije sam, neplanirano, završio u SAD-u"", dodao je.
Kaže da se takvom razvoju nikad nije mogao nadati: ""Da mi je netko prije deset godina rekao da ću raditi u investicijskoj banci, rekao bih mu da ode na psihijatriju. Kao tenisač sam razmišljao samo o idućem Grand Slamu, olimpijskim igrama, turniru, kako se poboljšati. Sport je bio sve što sam ja znao i htio do 23. godine kada je došlo do ozljeda i bolesti. Proveo sam više vremena u oporavku i po bolnicama nego na terenu. Došlo je u jednom trenutku vrijeme da si priznam da je vrijeme da krenem u nešto drugo.""
Godinu dana ležao je u krevetu
Kaže kako mu se svijet okrenuo naopačke kada je saznao da boluje od mononukleoze: ""Kada operirate nešto kao Ivica Kostelić ili neki drugi vrhunski sportaš, onda uskoro krene i oporavak i trening. Boli, ali idete dalje i pokušavate se vratiti, nije se život u potpunosti promijenio. Meni je bilo drugačije, ovo su ipak problemi sa zdravljem. Nisam mogao ništa. Od tipa s 23 godine koji je osam sati dnevno imao treninge, teretane i mečeve, došao sam do toga da sam u krevetu proveo godinu dana.""
Ipak, sport mu je pomogao i u nošenju s tom traumom. ""Htio sam igrati na pet olimpijskih igara, to mi je bio pokretač. Kada se ovo dogodilo, to sam shvatio kao izazov, baš poput onih u sportu. Rekao sam sam sebi da imam problem koji moram riješiti, kao stotine drugih u karijeri"", dodao je Ančić.
""Imponira mi da sam igrao u eri Đokovića, Nadala i Federera. Dobivao sam ih i gubio. Sve je počelo kao sport, a kasnije smo razvili prijateljstva. S tim ljudima ste 11 mjeseci, toliko traje sezona. Bez obzira na to što ste suparnici, počnete shvaćati da van terena morate biti spremni pojesti večeru i popiti piće"", zaključio je.
 ",sport
http://index.hr/vijesti/clanak/ap-u-mrtvacnici-rumunjske-bolnice-vise-nema-mjesta-za-mrtve-tijela-su-po-hodniku/2317226.aspx,ap-u-mrtvacnici-rumunjske-bolnice-vise-nema-mjesta-za-mrtve-tijela-su-po-hodniku,"MRTVAČNICA u glavnoj rumunjskoj bolnici više nema mjesta za mrtve, a tijela zamotana u crne vreće nižu se u hodniku bolnice u Bukureštu, piše AP.
Stotine ljudi umiru svaki dan posljednja dva mjeseca u Rumunjskoj koja je bila među najteže pogođenim zemljama u ovom valu virusa. Posebno je u ovom valu pogođena istočna Europa u kojoj je cijepljeno mnogo manje ljudi nego na zapadu Europe.
Rumunjska, zemlja od 19 milijuna ljudi, sada je među najgorima u Europi po stupana smrtnosti. 
Rumunjski liječnici su frustrirani, piše AP.
""U Rumunjskoj dnevno nestane jedno selo"", rekao je dr. Catalin Cirstoiu, šef sveučilišne hitne bolnice u Bukureštu. ""Što će biti za tjedan ili mjesec? Veće selo? Ili grad? Gdje ćemo stati?"".
Tamošnji stručnjaci su za veliki broj smrtnih slučajeva okrivili nisku stopu cijepljenja u Rumunjskoj koja iznosi samo oko 40 posto, daleko manje od prosjeka Europske unije od 75 posto.
""Iscrpljeni smo financijski, fizički i psihički"", požalio se Cirstoiu, ""sve je to na kraju dana uzrokovano jednom stvari: nesposobnošću stanovništva da shvati da se mora cijepiti.""
Rekao je da ne bi bilo četvrtog vala kada bi bilo procijepljeno 70 posto stanovništva. 
Rumunjska je 2. studenoga zabilježila najveći dnevni broj smrtnih slučajeva od pandemije kada je prijavljen 591 smrtni slučaj od covida-19 - više od 90% njih nije cijepljeno. Trenutačno je 1870 pacijenata oboljelih od covida-19 diljem zemlje na intenzivnoj njezi, gotovo 51.000 osoba od koronavirusa umrlo je od početka pandemije. ",vijesti
http://index.hr/sport/clanak/bivse-nba-i-nfl-zvijezde-boksaju-u-predborbi-za-jakea-paula/2317189.aspx,bivse-nba-i-nfl-zvijezde-boksaju-u-predborbi-za-jakea-paula,"YOUTUBER Jake Paul 18. prosinca boksat će protiv Tommyja Furyja, brata puno poznatijeg svjetskog prvaka Tysona, a u jednoj od predborbi sučelit će se bivše superzvijezde NBA lige i NFL-a Deron Williams i Frank Gore.
Trostruki All-Star igrač i dvostruki olimpijski prvak
Williams je 37-godišnji bivši playmaker koji je od 2005. do 2017. igrao u NBA ligi za Utah Jazz, New Jersey/Brooklyn Netse, Dallas i kratko Cleveland, a tijekom lockouta 2011. kratko je bio u turskom Bešiktašu. Tri puta je nastupio na All-Star utakmici i dvaput je izabran u drugu NBA petorku, a s američkom reprezentacijom osvojio je olimpijska zlata u Pekingu 2008. i Londonu 2012. Karijeru je završio s prosjecima od 16.3 poena i 8.1 asistencije u 845 utakmica, a u najboljim sezonama zabijao je i preko 20 poena.
NFL rekorder i član najbolje momčadi 2010-ih
Gore je godinu dana stariji i 16 cm niži (175 cm) bivši running back, ali očekuje se da će u ring ući slične težine, a granica je postavljena na 98 kg. Gore je u NFL-u igrao od 2005. sve do lani, prvih je devet godina proveo u San Francisco 49ersima, pet puta je igrao na Pro Bowlu (NFL All-Staru), a izabran je u najbolju momčad desetljeća u NFL-u. Karijeru je završio s 241 utakmicom, najviše od svih running backova u povijesti lige.
Frank Gore is a boxer now. His first fight was just announced, against former NBA star Deron Williams. My story from September on his new life https://t.co/Fgtxp9RCLC pic.twitter.com/AVzZCJHa64
Obojici će ovo biti boksački debi, a borba je dogovorena na četiri runde.
Paul prvi put protiv pravog boksača
Glavni šou večeri okršaj je Jakea Paula, koji je dosad pobijedio sva četiri protivnika u ringu - kolegu youtubera AnEsonGiba, bivšeg NBA zakucavača Natea Robinsona te bivše MMA borce Bena Askrena i Tyrona Woodleyja. Tommy Fury bit će mu prvi protivnik s iskustvom u profesionalnom boksu. Brat Tysona Furyja dobio je svih sedam mečeva, a posljednji baš u funkciji predborbe za Paulov meč s Woodleyjem.",sport
http://index.hr/sport/clanak/braca-jokic-vs-braca-morris-rat-s-parketa-presao-na-twitter/2317161.aspx,braca-jokic-vs-braca-morris-rat-s-parketa-presao-na-twitter,"BRUTALNI napad Nikole Jokića na Markieffa Morrisa, igrača Miami Heata, nevjerojatno je eskalirao.  
Prvo je Morris napravio nesportski prekršaj na srpskom centru, a ovaj je divljački uzvratio. S leđa je žestoko nasrnuo na Morrisa i udario ga cijelim tijelom te ga doslovno složio na parket, gdje se ovaj previjao dulje vremena.
""Nisam trebao ovako reagirati. Osjećam se loše zbog toga, ali dobio sam udarac ranije. Morao sam se zaštititi"", branio se Jokić kasnije.
Nikola Jokic clobbers Markieff Morris from behind late in the fourth quarter and things get intense. pic.twitter.com/9RclknqIKB
Braća Morris, Markieff i Marcus, inače član Los Angeles Clippersa, poznati su kao prgavi igrači skloni sukobima. Uostalom, nakon svega se oglasio brat Marcus, koji je Jokiću poslao poruku.
""Čekao si da moj brat okrene leđa. Ovo sam ti zapamtio"", poručio je gotovo prijeteći krilni igrač Clippersa.
Međutim, braća Jokić nisu ništa manje žestoka od braće Morris. Upravo suprotno, a još su i brojniji. Nikolina braća Strahinja i Nemanja samo su zbog ovog sukoba napravili Twitter-profil Jokić Brothers, na kojem su napisali:
@MookMorris2 You should leave this the way it is instead of publicly threatening our brother!Your brother made a dirty play first . If you want to make a step further be sure we will be waiting for you !! Jokic Brothers
""Marcuse, trebao si pustiti da ostane kako je bilo, umjesto da javno prijetiš našem bratu. Tvoj brat je prvi počeo igrati prljavo. Želite li napraviti korak dalje, budite sigurni da ćemo vas čekati. Braća Jokić""
Pet sati kasnije odgovorio im je prozvani Morris:
""Na prave ste se namjerili!""
Jokić Brothers su odmah uzvratili:
""Ne vjerujemo da ste pravi... Sigurni smo u to!""
",sport
http://index.hr/sport/clanak/chiellini-otkrio-kako-bi-on-mijenjao-nogomet-uveo-bi-superligu-i-ukinuo-var/2317325.aspx,chiellini-otkrio-kako-bi-on-mijenjao-nogomet-uveo-bi-superligu-i-ukinuo-var,"TALIJANSKI nogometni reprezentativac i nogometaš Juventusa Giorgio Chiellini dao je veliki intervju za DAZN u kojem je govorio o svojoj karijeri, ali i o brojnim aktualnim nogometnim pitanjima.
Odnedavno europski prvak s Italijom i jedan od glavnih igrača Juventusa, koji prolazi kroz najveću krizu u novijoj povijesti, tvrdi da europski i talijanski klubovi moraju savladati niz problema ako žele opstati. 
Zagovornik je Superlige
Dao je do znanja da kao jedan od najvećih problema trenutno vidi prevelik broj utakmica koje nogometaši moraju igrati svake sezone, ali se bez obzira na to ne protivi osnivanju novog/dodatnog europskog natjecanja, među navijačima omražene Superlige.
""Već godinama s predsjednikom Agnellijem pričam o Superligi. Budućnost nogometa neminovno se kreće u tom smjeru, cilj je napraviti nogomet više europskim sportom, a manje sportom koji ovisi o nacionalnim savezima. Igrač koji je dovoljno dobar za Juventus želi igrati velike utakmice, to je njegova razina, uz dužno poštovanje svima"", rekao je Chiellini pa dodao:
""Došli smo do točke s koje nema povratka. Institucije, klubovi i igrači moraju pronaći način da reformiraju kalendar utakmica tako da bi se u njega mogla ugraditi nova natjecanja koja bi ovaj sport napravila kompetitivnijim. Nogomet je prekrasna igra, za mene najljepša na svijetu, ali može biti još bolja. Samo se moramo ugledati na Ameriku i način na koji ona pristupa sportu.""
Ukinuo bi VAR
Osim što bi bio sretan da se uvede Superliga kao novi format natjecanja na razini Europe, Chiellini smatra da su i nacionalnim prvenstvima potrebne reforme. Primarno u Serie A u kojoj bi broj klubova smanjio na 18 ili 16 kako bi ju napravio kompetitivnijom.
""U ovom trenutku u Serie A ima nekoliko klubova previše. Trebalo bi ih biti 18, a možda bismo čak mogli otići i na samo 16 klubova u ligi. To moramo napraviti kako bi liga bila kompetitivnija i kako bismo stvorili novi prostor za utakmice koje bi se igrale u europskim natjecanjima"", rekao je Chiellini pa dodao:
""Da se mene pita, ja bih, kao i većina romantika, ukinuo VAR. Možda bi neki drugi romantici htjeli čak ukinuti zaleđe ili ponovno dozvoliti da igrači vraćaju loptu u ruke vrataru, ali svijet ide naprijed i mi se moramo mijenjati s njim. Mislim da je jako bitno da nađemo ljude koji su sposobni sjesti i razgovarati o tome kako nogomet napraviti boljim. U ovom trenutku gledamo kako nogomet izgleda kad postoji manjak dijaloga i razumijevanja. Čak i navijači to vide.""
",sport
http://index.hr/sport/clanak/cibonin-kapetan-i-srbin-iz-mege-kandidati-za-najboljeg-europljanina-na-nba-draftu/2317239.aspx,cibonin-kapetan-i-srbin-iz-mege-kandidati-za-najboljeg-europljanina-na-nba-draftu,"HRVATSKA ove sezone imao samo dva aktivna igrača u NBA ligi, Bojana Bogdanovića i Ivicu Zupca, dok će Dario Šarić vjerojatno cijelu sezonu propustiti zbog operacije koljena, a Luka Šamanić je pod dvosmjernim ugovorom s New York Knicksima u Razvojnoj ligi.
Sljedeće sezone trebali bi dobiti pojačanje u kapetanu Cibone Roku Prkačinu. On se na draft prijavio i prošle sezone, ali bez garancija za izbor u prvoj rundi u pravoj situaciji, povukao je svoje ime prije roka.
Sljedeće godine ne gine mu prva runda, smatraju prognozeri.
Sedam od osam vidi ga u prvom krugu
Brojni američki košarkaški mediji svake godine periodički objavljuju ""mock draftove"", u kojima prognoziraju i ponekad obrazlažu kada će tko biti izabran. A Prkačina gotovo svi stavljaju u prvi krug, a neki čak i u elitnu ""lutriju"", odnosno među prvih 14, kada biraju momčadi koje nisu ušle u doigravanje.
Od osam medija koji redovito objavljuju i tijekom sezone ažuriraju ove prognoze, u prvoj inačici sedam ih je Prkačina uvrstilo u prvi krug, a ne vjeruje mu samo NBAdraftnet, koji ga vidi tek na 45. mjestu.
CBS Sports i NBAdraftroom gurnuli su ga u lutriju
Najviše ga cijene CBS Sports i NBAdraftroom, koji mu prognoziraju 14. mjesto, čime bi Prkačin postao četvrti najviše izabrani Hrvat nakon Dragana Bendera (4.), Marija Hezonje (5.) i Darija Šarića (12.). 
Screenshot: CBSSports
MyNBAdraft Prkačina vidi kao 15. izbor, ESPN kao 17., a među 30 su ga smjestili i The Athletic (22.), Sporting News (24.) i Bleacher Report (27.).
ABA liga će imati dva jaka aduta na draftu
Uz Zagrepčanina, koji će tek krajem mjeseca napuniti 19 godina, iz ABA lige će na draft i još nekoliko mjeseci mlađi Megin krilni igrač Nikola Jović, kojeg prognozeri također cijene kao pick prve runde. Njega je NBAdraftroom stavio čak na šesto mjesto, a od ovih osam najlošije je plasiran u ESPN-ovoj prognozi, na 27. poziciji.
Od igrača izvan Amerike još visoko kotiraju Kongoanac Yannick Nzosa iz španjolske Unicaje i Francuz Ousmane Dieng iz novozelandskih NZ Breakersa.
Ipak, ove prognoze ne treba doživljavati ozbiljno jer je do drafta još sedam i pol mjeseci, sveučilišna sezona tek počinje, a o rasporedu kojim će klubovi birati može se samo nagađati. Ali te prognoze mogu biti indikator kakvu reputaciju u kojem trenutku mladi igrači imaju u Americi. Kako sezona bude odmicala, one će postajati nešto relevantnije.
Lani se povukao nakon što je ""ispao"" iz prve runde
Prošle sezone Prkačina je većina vidjela kao izbor krajem prve ili početkom druge runde drafta, dakle oko 30. mjesta, a pred sam rok za povlačenje prijave većina se fokusirala na 36. poziciju, na kojoj je birao Oklahoma City.
Prkačin ove sezone u ABA ligi postiže 11.6 poena i 5.7 skokova, a u domaćem prvenstvu 10 poena i 6.6 skokova, što su redom slabije brojke nego prošle sezone.",sport
http://index.hr/sport/clanak/dejan-stankovic-u-italiji-odlucio-gdje-nastavlja-karijeru/2317148.aspx,dejan-stankovic-u-italiji-odlucio-gdje-nastavlja-karijeru,"PROSLAVLJENI srpski nogometaš, koji je prije dvije godine počeo samostalnu trenersku karijeru, briljira na klupi Zvezde. To je Dejanu Stankoviću donijelo ponudu kultnog talijanskog kluba.
Sampdoria, 80-ih i 90-ih jedan od najjačih klubova ere kada je Serie A bila ""nogometna NBA"", sada se bori za opstanak pa je poželjela angažirati mladog (43) trenera koji je iznimno cijenjen u Italiji nakon što je bio jedan od glavnih igrača trofejnih momčadi Lazija i Intera. 

Grafika: Sofascore za IndexSport
Stanković je u ponedjeljak došao u Italiju na odmor tijekom stanke zbog utakmica reprezentacije, a Sampdoria je to iskoristila kako bi mu ponudila da preuzme njenu momčad. 
Svi srpski mediji navode da je Stanković odbio Sampdoriju i to nakon što je u Zvezdi nastupila opća mobilizacija kako bi zadržala obožavanog i jako uspješnog trenera. 
Stanković je za manje od dvije godine kao trener Zvezde osvojio dva srpska naslova i to tako da je prvi uzeo s 14 bodova ispred najvećeg rivala Partizana, a drugi bez poraza. Dodao je i jedan kup, osvojen pobjedom nad Partizanom. U Europa ligi je prošle sezone prošao skupinu te u nokaut-rundi ispao od Milana zbog gola u gostima, ali bez poraza.",sport
http://index.hr/sport/clanak/delije-razbile-lubanju-treneru-zvezde-evo-kako-su-se-obratili-svojoj-zrtvi/2316592.aspx,delije-razbile-lubanju-treneru-zvezde-evo-kako-su-se-obratili-svojoj-zrtvi,"GAĐAJUĆI mađarskog suca, navijači Zvezde pogodili su i teško ozlijedili kondicijskog trenera svog kluba. 
Bijes zbog neočekivanog domaćeg poraza od Midtjyllanda (0:1) u četvrtom kolu Europa lige navijači Crvene zvezde željeli su iskaliti na sucu utakmice Tamasu Bognaru. Mađar je naime na utakmici srpskog i danskog kluba domaćinima isključio dva igrača, zbog čega su ga Delije smatrale krivcem za poraz.
Kada je nakon utakmice išao s terena prema svlačionici, ulazeći kroz tunel koji je ispod sjeverne, navijačke tribine Marakane, huligani su njega, ali i sve koji su se zatekli oko njega zasuli hrpom raznih predmeta. Umjesto suca, koji im je bio meta, pogodili su, i to u glavu, Zvezdinog kondicijskog trenera Federica Pannoncinija. 
Snimka koju je objavio Telegraf, pokazuje trenutak u kojem je s tribine Delija prema sucu, ali i Zvezdinom pomoćnom treneru, krenula rafalna paljba.
► KLIKNI OVDJE I POGLEDAJ DRAMATIČNE SCENE S MARAKANE
Vidi se i da je uz Pannoncinija u trenutku kada je pogođen bio i Zvezdin kapetan, golman Milan Borjan. 

Na snimci se vidi kako se Borjan pozdravlja s Pannoncinijem baš u trenutku kada suci prilaze tunelu. Točno tada je i pogođen predmetom u glavu, a odmah zatim vidi se kako ga Borjan grli i sakriva od kanonade u tunelu, ispred kojeg nastaje gužva. 
Osim Borjana, tamo dotrčavaju Zvezdin liječnik te pomoćni treneri Petar Petrović i Miodrag Mladenović.
Sva četvorica su pridržavala šokiranog i teško ozlijeđenog talijanskog stručnjaka.  
Pannoncini je ubrzo nakon toga iznesen iz tunela u vozilo Hitne pomoći te prevezen u Klinički centar Srbije, gdje mu je dijagnosticirano napuknuće lubanje i morao je prenoćiti u bolnici. Nakon toga je otišao u Italiju na oporavak.

Tri dana kasnije Zvezda je igrala derbi srpskog prvenstva kod Vojvodine, a Delije su treneru kojeg su teško ozlijedili, iskazali podršku tako da su u Novom Sadu podigli transparente na kojima je napisano ime i prezime njihove žrtve. ",sport
http://index.hr/sport/clanak/engleski-mediji-prodan-je-i-west-ham-preuzima-ga-ceski-milijarder/2317304.aspx,engleski-mediji-prodan-je-i-west-ham-preuzima-ga-ceski-milijarder,"NAKON što je saudijski investicijski fond nedavno kupio Newcastle za 305 milijuna funti, promjena vlasništva započela je i u West Hamu.
Klub je danas potvrdio je 27 posto udjela u vlasništvu prodano češkom milijarderu Danielu Kretinskom, a u ugovor o prodaji udjela uvrštena je i opcija otkupa čitavoga kontrolnog paketa u bliskoj budućnosti. Kretinsky, najveći dioničar britanske pošte i drugi najveći dioničar lanaca Supermarketa Sainsybury's, sad je imenovan članom izvršnog odbora kluba u kojem sjede dugogodišnji šefovi kluba David Sullivan i David Gold.
West Hamovi navijači godinama zagovaraju njihov odlazak iz kluba optužujući ih za dugogodišnje promašene poslovne poteze i trošenje golemog novca na igrače od kojih nije bilo koristi. Sullivan i Gold su dosad zajedno imali 86 posto dionica kluba, a ta brojka drastično će se smanjiti kroz neko vrijeme. 
Kretinskog se već dugo povezuje s klubom u kojem Čeh nije od jučer. Na njegove sugestije dovedeno je nekoliko čeških igrača, a to su Vladimir Coufal, Tomas Souček i Alex Kral, a u budućnosti bi ih moglo biti još više. Osim West Hama i niza velikih tvrtki, Kretinsky je suvlasnik praške Sparte, a povezivalo ga se s investiranjem u druge europske klubove.
",sport
