url,title,content,category
https://web.archive.org/web/20210719095546/https://www.index.hr/magazin/clanak/7-zelenih-oaza-u-zagrebu-idealnih-za-bijeg-od-vrucine-jeste-li-ih-posjetili/2290705.aspx,7-zelenih-oaza-u-zagrebu-idealnih-za-bijeg-od-vrucine-jeste-li-ih-posjetili,"VRUĆE ljetne dane najljepše je provesti na otvorenom i u dobrom društvu. Ako vam nedostaje ideja kamo pobjeći od gradske vreve, pripremili smo za vas sedam zelenih oaza u kojima ćete se opustiti i osvježiti.
Tik do grada puno je hlada
Napustite vreli beton i uputite se na mali planinarski izlet do omiljenih zagrebačkih obronaka. Guste šume na Sljemenu rade savršen hlad u kojem možete napraviti piknik, samo ne zaboravite ostaviti sve kako je i bilo. Dolazite li biciklom, zaustavite se na jednom od vidikovaca uz najljepši pogled na grad, pa pravac do vrha. Noga vre sama beži…
Foto: J. Duval
Nedostaje li vam more, privremenu utjehu pružit će vam neko od gradskih jezera. Rashladite se kupanjem na Jarunu ili Bundeku, a ako još nemate svoje najdraže maksimirsko jezero, sad je pravi trenutak da ga odaberete. Na Savici je 12 jezera za koje mnogi još uvijek ne znaju, pa krenite prema dimnjaku toplane i otkrijte mali ljetni raj. Promatrajte ptice, pecajte ili saznajte nešto novo od ribiča koji su tamo stalni gosti i znaju sve male tajne ovog skrivenog bisera pored Peščenice.
Foto: J. Duval
Vrlo je malo glavnih gradova Europe koji imaju toliko zelenila u samom centru grada kao Zagreb pa je prava šteta ne iskoristiti to. Nadomak glavnog kolodvora je Botanički vrt koji sljedeće godine slavi 130 godina od prve sadnje. Prepun je biljnih vrsta iz Hrvatske i cijeloga svijeta, a posebna atrakcija ljeti je divovski amazonski lopoč Viktorija. U Botanički možete ući svaki dan i upijati zelenilo oko sebe dok vas iz jezera plaho promatraju barske kornjače, stalna postava vrta.
Foto: M. Vrdoljak
Otkrijte umjetnost među drvećem
Ako se zateknete na trgu poslije posla i zbog vrućine biste se najradije okupali u Manduševcu, imamo bolje prijedloge za vas.
Prošećite Ilicom do Dežmanovog prolaza, pođite prema gore kroz njega i vrlo brzo naći ćete se u park-šumi Tuškanac. Jedno od najljepših mjesta u gradu, nekad zvano i ‘pluća grada’, danas je često odredište šetača. Hodajući Dubravkinim putem naići ćete i na razne skulpture koje su postavili studenti likovne akademije čije se dvorište nalazi u blizini, na Jabukovcu. Može li bolje od šume u kojoj možete uživati u umjetnosti?
Foto: S. Carek
Još jedno zeleno mjesto usred grada ispunjeno umjetnošću je i Art Park smješten na Ribnjaku. Projekt kojemu je ovo već šesta godina sve je kreativniji, ljepši i sadržajniji. Art park je muzej ulične umjetnosti na otvorenom, mjesto za druženje, koncerte, radionice, buvljake, jogu, predavanja i općenito uživanje i zabavljanje. Ove godine krovna tema je “Odiseja u svemiru: 2021” pa su kućice postale svemirske stanice, a skupina umjetnika vođena Borisom Baretom, umjetničkim voditeljem parka, oslikala je 60 metara dug zid svemirskim motivima. Lansirajte se do Ribnjaka i otkrijte zašto svi obožavaju ovo mjesto.
Foto: J. Duval
Jedini sačuvani bunar na Gornjemu gradu nalazi se u dvorištu barokne palače Balbi i ove ga godine ponovno možemo posjetiti u sklopu manifestacije Dvorišta. Opet ćemo moći uživati u dobrim koncertima mladih nada i finoj gastronomskoj ponudi na tri dvorišne lokacije. Od 16. do 25. srpnja moći ćete ući još i u prednji atrij i stražnje dvorište Narodnog doma HAZU-a na adresama Opatička 18 i Dvoranski prečac 1. Opustite se u ambijentalnom uređenju i intimnoj atmosferi prekrasnih zagrebačkih dvorišta od kojih svako ima svoju priču. 
Foto: S. Kaštelan
Dašak Pariza i nekih prošlih vremena
Svi zaljubljenici u Pariz ovo ljeto provest će na Strossmayerovom šetalištu koje je dobilo novo ruho i novo ime - Strossmartre.
Najdraže mjesto za šetnju A.G. Matoša, također ljubitelja francuske kulture, nudi zabavan sadržaj za posjetitelje. Danju se održava lutkarski program za djecu, a odrasli navečer mogu igrati kvizove ili proučavati umjetničke instalacije uz dobru glazbenu podlogu. Razni koncerti svih žanrova, od jazza, latino i romske glazbe do evergreena kroz desetljeća, skoro tri mjeseca uveseljavat će posjetitelje i donijeti im atmosferu Pariza u živote.
Foto: S. Kaštelan
Istovremeno može utažiti žeđ i želju za otkrivanjem nečeg novog, a nalazi se svuda po gradu. Pogađate? To su Železni Franceki, pumpe za vodu postavljene još krajem 19. stoljeća od kojih su mnoge još uvijek u funkciji. Ono što je zanimljivo kod njih je njihov vizualni identitet za koji su zaslužni članovi kolektiva Pimp My Pump koji su ih oslikali motivima iz popularne kulture. Pronađite članove obitelji Simpson, kultne novovalne grupe ili nezaboravnog Franju Šafraneka prateći mapu i upoznajući grad još bolje.
Foto: S. Kaštelan
Nije lako odlučiti koje od ovih mjesta prvo posjetiti pa predlažemo da krenete redom. Ljeto je dugo i prepuno sadržaja koje nam je pripremila Turistička zajednica grada Zagreba. Čuvajmo okoliš i jedni druge kako bismo i dalje mogli uživati u svemu što nam Zagreb pruža.
Sadržaj donosi Index u suradnji s TZGZ-om te u skladu s najvišim profesionalnim standardima.",magazin
https://web.archive.org/web/20210719095546/https://www.index.hr/magazin/clanak/91godisnjakinja-je-jedna-od-najvecih-holivudskih-glumica-ali-o-njoj-se-malo-prica/2290278.aspx,91godisnjakinja-je-jedna-od-najvecih-holivudskih-glumica-ali-o-njoj-se-malo-prica,"NE DA SE slavna holivudska generacija 1930. Hrabro se s 91 godinom nose ikone poput Clinta Eastwooda i Genea Hackmana, a dobro se drži i gospođa koju se bez ustezanja može staviti u isti rang s njima - Gena Rowlands.
Rani glumački zadaci su joj uglavnom bili kazališne i televizijske prirode, a s tridesetak godina je ozbiljno stupila pred filmsku publiku, i to je bio pogodak svih pogodaka. Nakon Lonely Are The Brave (1962.), u kojem je bila rame uz rame s Kirkom Douglasom, a u kom je Douglas ostvario jednu od svojih najboljih uloga, počela je suradnja s tada višegodišnjim suprugom Johnom Cassavetesom, pod čijom komandom je igrala u deset filmova.

Zlatna joj je era bila s Johnom, međutim u kasnijoj fazi karijere je nekoliko puta ostvarila filmske uloge pod redateljskom palicom sina Nicka Cassavetesa, a jednom i u filmu kćerke Zoe, tako da se inače rijedak opis ""obiteljska glumica"" može pripisati upravo njoj, iako on možda ne otkriva dovoljno dobro o kakvome se profesionalcu radi. Najveće domete vjerojatno je ostvarila u glavnoj ulozi u A Woman Under the Influence, u kojoj je za cijenu kinokarte podijelila lekciju svakoj mlađoj i starijoj glumici o tumačenju problematičnih i neuravnoteženih osoba. U filmu Gloria u glavnoj je ulozi maestralno utjelovila opasnu ženu u borbi sa zakonom i bezakonjem, a sličnog nivoa majstorstva su joj i ostali likovi u filmovima koje je režirao stariji Cassavetes (Minnie and Moskowitz, Opening Night). Dakako, spisak redatelja kod kojih je zablistala daleko je širi.
Glumačku zrelost, sposobnost da jednako kvalitetno prikaže sigurnost i ranjivost, kao i sve druge kvalitete koje je krase već više od 90 godina prepoznali su, i na pravi način iskoristili, i Woody Allen (Another Woman), William Friedkin (The Brink's Job), Paul Schrader (Light of Day), Paul Mazursky (Tempest), Robert Mulligan (The Spiral Road), Jim Jarmusch (Night on Earth) i mnogi drugi. 
U zbirku nagrada koje posjeduje ušli su Srebrni medvjed, dva Zlatna globusa, četiri priznanja Emmy te dvije nominacije za Oscara. Međutim, čini se da ni taj spisak ne govori dovoljno o tome koliko je moćna žena u pitanju. Tek se gledanjem njezinih filmova možemo uvjeriti u to umijeće. Zato je vrijedi i vidjeti i gledati na filmu, a iako nije glumački aktivna još od 2014., posebno je lijepo što se i dalje životno ne predaje, a nadamo se da će tako ostati što duže. Virginia Cathryn ""Gena"" Rowlands.",magazin
https://web.archive.org/web/20210719095417/https://www.index.hr/sport/clanak/americkom-kosarkaskom-dream-teamu-otpala-jos-jedna-zvijezda/2291114.aspx,americkom-kosarkaskom-dream-teamu-otpala-jos-jedna-zvijezda,"KEVIN LOVE neće biti dio američkog košarkaškog Dream Teama na Olimpijskim igrama u Tokiju.
""Jako sam razočaran što neću biti u Tokiju s kolegama iz reprezentacije SAD-a, ali da biste sudjelovali na Igrama, morate biti u najboljoj mogućoj formi, a ja to sada nisam"", rekao je Love.
Krilni centar Clevelanda nije se stigao oporaviti od ozljede desnog lista zbog koje je propustio i dobar dio NBA sezone.
To je novi otkaz izborniku Greggu Popovichu, koji je ostao bez niza igrača. Iz raznih razloga otpadali su LeBron James, Anthony Davis, Stephen Curry, Kawhi Leonard i Bradley Beal.",sport
https://web.archive.org/web/20210719095417/https://www.index.hr/sport/clanak/amerikanci-pobijedili-spanjolsku-u-generalnoj-probi-za-olimpijske-igre/2291483.aspx,amerikanci-pobijedili-spanjolsku-u-generalnoj-probi-za-olimpijske-igre,"KOŠARKAŠI Sjedinjenih Američkih Država pobijedili su Španjolsku u generalnoj probi za Olimpijske igre. Utakmica u kojoj su se susrele dvije vodeće momčadi svijeta otišla je na stranu SAD-a, koji je svladao aktualne svjetske prvake 83:76.
Bila je ovo četvrta pripremna utakmica Amerikanaca za Igre u razmaku od osam dana. Na omjeru su od dvije pobjede i dva poraza u njima.
Susret je prelomljen serijom 23:6, koja je započela u trećoj i provukla se na četvrtu četvrtinu.
Damian Lillard je ubacio 19 poena, a Keldon Johnson, koji je tek stigao u reprezentaciju kao zamjena za Bradleyja Beala, dodao 15. U redovima španjolske reprezentacije bolji od ostalih bio je Ricky Rubio, koji je susret završio s 23 postignuta koša.",sport
https://web.archive.org/web/20210719095417/https://www.index.hr/sport/clanak/athletic-odnos-izmedju-liverpoola-i-njegovog-kapetana-je-kompliciran-i-osjetljiv/2291547.aspx,athletic-odnos-izmedju-liverpoola-i-njegovog-kapetana-je-kompliciran-i-osjetljiv,"LIVERPOOL i njegov kapetan Jordan Henderson nikako ne uspijevaju dogovoriti produljenje suradnje i odnos između kluba i igrača je kompliciran i osjetljiv. Tvrdi to The Athletic, opisujući situaciju stresnom, ali se dodaje da kontakt između dvije strane nije izgubljen i da pregovori i dalje traju.
Henderson je na Anfieldu od 2011. i ugovorno je za klub vezan do 2023.
Ne uspiju li pregovori rezultirati potpisom produljenja, Henderson bi mogao promijeniti sredinu. Kao zainteresirane strane spominju se Paris Saint-Germain te Atletico Madrid. Za španjolski klub se pritom navodi da je upitno može li si ga priuštiti.",sport
https://web.archive.org/web/20210719095417/https://www.index.hr/sport/clanak/becker-i-nijemci-upozoravaju-djokovica-pohlepa-za-slavom-mu-je-jaca-od-razuma/2291073.aspx,becker-i-nijemci-upozoravaju-djokovica-pohlepa-za-slavom-mu-je-jaca-od-razuma,"NOVAK ĐOKOVIĆ odlučio je sudjelovati na Olimpijskim igrama u Tokiju. Prvi tenisač svijeta želi napasti Golden Slam. Đokovićevu odluku oštro su kritizirali Nijemci. Berliner Kurier piše da taj potez nije logičan.
""Poslije titule na Wimbledonu otkrio je da su šanse 50-50. Sada je pohlepa za uspjehom i slavom jača od razuma. Novak je potvrdio da će otići u Tokio i ne smetaju mu povijesni puč i brojna otkazivanja drugih tenisača"", pišu Nijemci.
Na tom tragu razmišljanja je i proslavljeni njemački tenisač Boris Becker.
""Osim sva četiri Grand Slama, ništa drugo ga ne smije zanimati. Ovo je jedinstvena prilika, a Olimpijske igre mu baš i ne odgovaraju.""
Podsjetimo, pobjeda u ovogodišnjem Wimbledonu Đokovića je stavila u poziciju da ostvari pothvat koji je napravio samo legendarni Australac Rod Laver, a nitko u Open eri. Laver je 1962. i 1969. osvojio sva četiri Grand Slama u istoj godini. Za to bi Đokoviću nedostajao još samo US Open nakon što je ove godine već uzeo Australian Open, Roland Garros i Wimbledon.
Ova godina je zbog pandemije i olimpijska godina, a u slučaju zlata u Tokiju i trijumfa u New Yorku Đoković bi postao prvi tenisač koji je osvojio utopijski Golden Slam. Za dostizanje tog teniskog savršenstva treba osvojiti tih pet turnira u istoj godini, a on je zasad pospremio tri i favorit je na preostala dva. Međutim, Đoković je ranije razmišljao o otkazivanju nastupa na Olimpijskim igrama iako nikad nije osvojio olimpijsko zlato.",sport
https://web.archive.org/web/20210719095306/https://www.index.hr/vijesti/clanak/broj-mrtvih-u-strasnim-poplavama-porastao-skoro-na-200-sada-prijeti-otrovan-mulj/2291542.aspx,broj-mrtvih-u-strasnim-poplavama-porastao-skoro-na-200-sada-prijeti-otrovan-mulj,"U POPLAVAMA koje su pogodile dijelove zapadne Europe, poginulo je najmanje 189 ljudi, a stotine ih se još uvijek smatra nestalima. Više desetaka tisuća ljudi napustilo je svoje domove, a mnogi i dalje nemaju pristup struji i pitkoj vodi.
Poplava, do koje je došlo zbog rekordnih količina oborina, prvo je zahvatila dijelove zapadne Njemačke, a zatim i susjednu Belgiju i Nizozemsku. Nakon što je u subotu vodostaj rijeke Maas porastao na razine koje nisu zabilježene u zadnjih stotinu godina, nekoliko područja diljem juga Nizozemske i dalje je pod odredbom evakuacije. Samo u gradu Venlu, koji se nalazi točno pored rijeke, svoje domove moralo je napustiti 10.000 ljudi.
Katastrofalni razmjeri poplave u Njemačkoj
U međuvremenu su u Njemačkoj, nakon povlačenja vode, otkriveni pravi razmjeri razaranja gdje su bujice za sobom ostavile pustoš, blato i kaos. Pometeni su čitavi gradovi,
Čitavi su gradovi, željezničke linije i ceste pometeni, a najmanje 158 ljudi umrlo je u onome što je njemački predsjednik Frank-Walter Steinmeier opisao kao ""najgoru prirodnu katastrofu"" stoljeća.
Daleko najviše smrtnih slučajeva zabilježeno je u zapadnoj pokrajini Falačko Porajnje, gdje je život izgubilo 110 ljudi.
""Svi sustavi su poslali upozorenja""
Njemački savezni, državni i lokalni političari za sada još uvijek nemaju odgovor na presudno pitanje: Zašto prije ove katastrofalne poplave nije bilo učinkovitih upozorenja?
Premijerka pokrajine Porajnje-Falačka Malu Dreyer kazala je kako ""su bili dobro pripremljeni i da su svi aktivirali svoj sustav zaštite od poplave"". No, londonski je Times, s druge strane, imao naslov ""Njemačka je znala da dolazi poplava, ali upozorenja nisu uspjela"". New York Times je također naveo kako očito postoje ""greške u njemačkom sustavu upozorenja"".
Profesorica Hannah Cloke, hidrologinja koja je uspostavila i sada savjetuje Europski sustav za zaštitu od poplava rekla je da su vlasti u Europi upozorene na moguću opasnost još tijekom prošlog vikenda.
""Upozorenja su bila poslana. U njima je stajalo da stižu vrlo ozbiljne kiše i poplave. Nakon toga je na nacionalnim vlastima da nešto poduzmu"", rekla je za BBC.
Cloke kaže da postoje mjesta u kojima je sustav ranih upozorenja učinio ono za što je zamišljen. Ali, dodaje, bilo je i onih mjesta na kojima ""upozorenja nisu došla do ljudi i oni nisu znali što će se dogoditi"".
Sustav ranih upozorenja uspostavljen je nakon katastrofalne poplave u Europi 2002. godine, a cilj mu je bio spriječiti da se takva katastrofa ponovi. No, kaže Cloke, ova posljednja poplava otkrila je ""pucanje lanca"".
""Ne bismo trebali imati ovoliki broj poginulih od poplava 2021. godine. To je jednostavno neprihvatljivo. Nešto se loše dogodilo sa sustavom"", smatra Cloke.
""Nije na nama da utvrdimo rizik od poplave""
Postojeći sustavi za predviđanje i upozoravanje na poplave razlikuju se među europskim zemljama. Cloke kaže da Njemačka ima fragmentiran sustav u koji je uključeno mnogo različitih razina vlasti u različitim saveznim državama, što rezultira neujednačenim odgovorima na krizu.
Andreas Friedrich, glasnogovornik njemačke meteorološke službe Deutscher Wetterdienst (DWD), kazao je da su oni izdali niz upozorenja o ekstremnim kišama. Rekao je da nije na njima da utvrde rizik od poplave, pozovu ljude na evakuaciju ili poduzmu bilo kakve druge mjere.
DWD je priopćio kako ga nisu iznenadile sila i vremenski period poplava. ""Sve pogođene zajednice i okruzi primili su upozorenja"", navodi DWD. Meteorolog Karsten Brandt potvrdio je za Bild kako je ""najkasnije u nedjelju ili ponedjeljak već bilo je jasno da će doći do izvanrednog stanja"".
""Na puno mjesta se sirene nisu aktivirale""
""Ne mogu prihvatiti izjave da je sve dobro funkcioniralo, imamo više od 150 mrtvih. Na puno mjesta se sirene nisu aktivirale. Ljudi su ostali sami u noći"", kazao je ljuto Brandt.
Ministarstvo unutarnjih poslova Sjeverne Rajne-Vestfalije priznalo je kako se ova situacija ""mogla predvidjeti"". Dodalo je kako su upozorenja na ekstremne oluje bila jača u ponedjeljak, ali da su konkretne pripreme bile u nadležnosti okruga i urbanih četvrti.
Herbert Reul, Ministar unutarnjih poslova Sjeverne Rajne-Vestfalije, kazao je kako možda nije sve funkcioniralo savršeno, ali da ""koliko zna, nije bilo većih problema"". Reul je prije nekoliko godina sudjelovao u izradi plana za izvanredne situacije te radio na uvođenju sustava za uzbunu. Sjeverna Rajna-Vestfalija ima 5120 sirena, no još nije poznato koliko njih se oglasilo kada su krenule poplave.
Njemački ministar gospodarstva, Peter Altmaier, postavio je pitanje o efikasnosti sustava upozorenja i zaštite od poplava kako bi se u budućnosti mogla uvesti daljnja poboljšanja.
""Je li nešto pošlo po krivu? Ne radi se o optuživanju, već o poboljšanjima za budućnost"", kazao je Altmaier.
Ministar gospodarstva je naveo kako su ovoga puta poplave došle u neočekivano doba godine, tako da ""građani nisu imali dovoljno sati ili dana za pripremu"".
Toksični mulj?
Nakon povlačenja vode, stanovnici Njemačke se sada suočavaju s velikim naslagama mulja i blata koji mogu potaknuti nastanak novog vala epidemija.
Budući da su tijekom poplava uništene gotovo sve kanalizacijske cijevi, dolazi do miješanja pitke vode i kanalizacije, objasnio je za Bild stručnjak za higijenu i zarazne bolesti Klaus-Dieter Zastrow.
""To znači da postoji veliki rizik od zaraze raznim bolestima. Mogli bismo se primjerice zaraziti kolerom"", navodi Zastrow.",vijesti
https://web.archive.org/web/20210719095306/https://www.index.hr/vijesti/clanak/cijene-nafte-pale-drugi-tjedan-zaredom-pad-je-poprilican/2291482.aspx,cijene-nafte-pale-drugi-tjedan-zaredom-pad-je-poprilican,"NA SVJETSKIM su tržištima cijene nafte pale i prošloga tjedna, drugoga zaredom, jer je Organizacija zemalja izvoznica nafte (OPEC) postigla dogovor o povećanju proizvodnje i jer se trgovci plaše usporavanja oporavka gospodarstava od koronakrize.
Na londonskom je tržištu cijena barela prošloga tjedna pala 2.6 posto, na 73.59 dolara, dok je na američkom tržištu barel pojeftinio 3.7 posto, na 71.81 dolar.
Pad cijena ponajviše je posljedica dogovora OPEC-a i njegovih saveznika, na čelu s Rusijom, o povećanju proizvodnje.
Naime, Saudijska Arabija i Ujedinjeni Arapski Emirati (UAE) postigli su kompromis koji bi trebao otvoriti put za dogovor o isporuci više nafte, što bi trebalo ublažiti rast cijena.
Razgovori između članica OPEC-a i saveznika prekinuti su prije desetak dana, nakon što se UAE usprotivio prijedlogu Rijada i Moskve o produljenju sporazuma o ograničenju opskrbe za osam mjeseci, do kraja 2022.
No prošloga je tjedna pronađeno kompromisno rješenje koje uključuje povećanje proizvodnje UAE-a nakon travnja.
""Sve upućuje na zaključak da OPEC+ ide prema potencijalnom kompromisnom sporazumu koji će UAE-u omogućiti prilagodbu osnovice"", ocjenjuju analitičari RBC Capitala u bilješci.
OPEC je u četvrtak objavio da očekuje da će se svjetska potražnja za naftom iduće godine približiti pretpandemijskoj razini od oko 100 milijuna barela dnevno, predvođena rastom potražnje u SAD-u, Kini i Indiji.
OPEC+ već više od godinu dana ograničava proizvodnju kako bi je prilagodio smanjenoj potražnji u pandemiji koronavirusa, a trenutno je smanjena za gotovo šest milijuna barela dnevno.
Pritisak na cijene nafte posljedica je i širenja delta soja koronavirusa, što bi moglo dovesti do novih restrikcija u gospodarstvima, a time i do usporavanja oporavka od koronakrize.
""Tržišta sve više brine veliki rast broja slučajeva zaraze koronavirusom u azijsko-pacifičkoj regiji, koji su ponovo potaknuli zatvaranje i mogli bi smanjiti potražnju za naftom"", kaže Ricardo Evangelista, analitičar u tvrtki ActivTrades.",vijesti
https://web.archive.org/web/20210719095306/https://www.index.hr/vijesti/clanak/cvrtila-o-epidemiji-u-pozadini-se-odvijaju-geopoliticke-igre-medju-velikim-rivalima/2291528.aspx,cvrtila-o-epidemiji-u-pozadini-se-odvijaju-geopoliticke-igre-medju-velikim-rivalima,"POLITOLOG Vlatko Cvrtila, rektor Sveučilišta Vern, gostovao je u Novom danu gdje je komentirao situaciju s koronavirusom u svijetu kao i pozadinske ekonomske i geopolitičke igre na koje pandemija utječe. Istaknuo je da je pandemija utjecala na ponovno jačanje talibanskog pokreta, ali i na brojne druge promjene koje se u budućnosti mogu odraziti na globalnu geopolitičku ili ekonomsku sliku.
Komentirajući odluku Borisa Johnsona da popusti mjere u Velikoj Britaniji Vlatko Cvrtila je rekao: ""Ako uzmemo u obzir sve što se događa s covidom, onda čudi taj potez. Ipak se pandemija ne savladava unatoč cjepivu i ovaj korak može izazvati teže posljedice. U pozadini vjerojatno stoji neki model, nešto što druge države neće poduzimati jer je puno nepoznanica.""
Smatra da ishodi takve odluke mogu biti različiti.
""Cijepljenje izaziva otpor, države su pokušale motivirati ljude, no više manje nijedna država nije bila uspješna osim Izraela. Ni u Izraelu se nije spriječio novi val što znači da cijepljenje nije jedini element koji tome može pridonijeti, tu je odgovornost i slično. Vidjet ćemo hoće li taj britanski potez biti opravdan da smanji nove sojeve virusa koji imaju veću zaraženost pa pridonose društvenoj panici. Cijepljeni se mogu zaraziti, ali će imati manje posljedice. Prosvjedi u Francuskoj su protiv obveznog cijepljenja. Sadašnje mjere bi trebale donijeti bolju situaciju kroz zimu"", kazao je.
Globalne posljedice covida
Ističe da su globalne posljedice covida-19 ekonomski već velike, ali i političke.
""Fokusirani smo na zdravstvenu sigurnost, ali u pozadini su geopolitičke igre među velikim rivalima, i covid je donio geopolitičke igre oko cjepiva"", rekao je Cvrtila i dodao:
""Ti geopolitički poremećaji će sigurno biti na naslovnicama dok još covid traje – u nekoliko regija svijeta imamo velike promjene. Primjerice, u pozadini imamo povlačenje američkih vojnika iz Afganistana, a Afganistan ima neizvjesnu budućnost i vjerojatno će ponovno doći do jačanja talibanskog pokreta zbog koje je međunarodna akcija poduzeta. To znači da se opet u budućnosti možemo suočavati s opasnim novim valom terorizma.
Neke države se urušavaju jer su loše vođene, dolazi do implozije unutar poretka što izaziva poremećaj u regionalnom dijelu, val izbjeglica se javlja… Dosta je malih žarišta koje mogu postati veliki požari u budućnosti. Svijet se bavi zdravstvenom situacijom, moramo se s time suočavati, ali svijet se mijenja. U ekonomskom smislu je došlo do transformacije ekonomskih tokova, nisu toliko sigurni putovi transporta različitih roba, počinje bitka za rude za visoke tehnologije… To je sve u pozadini.""
Val migracija – izazovi u budućnosti
Smatra da ćemo se u budućnosti ponovno suočavati s novim oblicima terorizma:
""2001. kad se dogodio najveći teroristički napad do danas, terorizam se transformirao. Imali smo Islamsku državu koja je zauzela teritorij, pokrete koji nisu više skriveni i ne planiraju iznenadne napade nego napadaju državnu infrastrukturu u brojnim državama Afrike. One u ovom času nemaju potrebu za globalnim djelovanjem. Terorizam se više usmjerio prema osvajanju teritorija i to je novi izazov s kojim ćemo se suočavati u budućnosti.""
Dodaje da će i tema migranata postati jedna od najvažnijih:
""Oko 20 milijuna ljudi, prema procjenama, nastoji doći do prostora Europe. Veliki izazov će biti taj val koji će se povećavati. Ključ je za Europu Turska. Postoji poseban režim koji je EU uspostavila s Turskom i Turska zadržava većinu migranata na svom teritoriju, radi se o nekoliko milijuna ljudi. Dok je Turska kooperativna, neće biti većih pritisaka.""
Glavni tajnik ili tajnica NATO-a
Na kraju je prokomentirao i glasinu da bi bivša predsjednica Kolinda Grabar-Kitarović mogla kandidirati za poziciju glavne tajnice NATO-a koja se bira iduću jesen.
""Specifičan je taj proces nominiranja. Država mora čvrsto stati iza kandidata, presudan je dogovor velikih država. Uvijek se bira osoba koja može postizati visoku razinu kompromisa. Tu ličnost, karakter, ima veliku ulogu. On ne može zapovijedati, on koordinira države u razvoju interesa, treba vidjeti tko će biti protukandidati i kako oni stoje kod velikih država. Rano je još za takvo kandidiranje jer tek početkom sljedeće godine će se početi ozbiljnije govoriti o kandidatima"", kazao je Cvrtila.",vijesti
https://web.archive.org/web/20210719095417/https://www.index.hr/sport/clanak/dana-white-je-khabibu-ponudio-megaborbu-evo-sto-mu-je-rus-odgovorio/2290291.aspx,dana-white-je-khabibu-ponudio-megaborbu-evo-sto-mu-je-rus-odgovorio,"KHABIB NURMAGOMEDOV je u razgovoru za MMA Junkie otkrio kako mu je šef UFC-a Dana White ponudio megaborbu kako bi ga izvukao iz mirovine.
Rus je u listopadu prošle godine u mirovinu otišao s omjerom 29-0 nakon što je pobijedio Justina Gaethjea. Nurmagomedov je odmah nakon borbe rekao da je majci obećao da se više neće boriti nakon što mu je preminuo otac. UFC mu je ponudio borbu s 40-godišnjim Georgesom St-Pierreom, koji je također u mirovini, a smatra ga se jednim od najboljih boraca svih vremena.
""Dana mi je poslao poruku i rekao mi da se Georges želi boriti sa mnom. Rekao sam mu da mu ne mogu pomoći jer sam završio karijeru i da je St-Pierre također u mirovini. Pustite tog čovjeka da ostane legenda. Ima 40 godina i ne razumijem zašto bi se on opet trebao boriti. Mislim da ima i dovoljno novca. Što se mene tiče, ja sam definitivno gotov"", rekao je Khabib i dodao:
""Ja imam tek 32 godine i ovakve priče će se potezati sljedećih sedam ili osam godina, budući da su borci najbolji u kasnim tridesetima.""
St-Pierre je triput bio UFC-ov prvak u velter kategoriji te se s titulom umirovio 2013. godine. U ring se vratio četiri godine kasnije, kad je u borbi za naslov prvaka u srednjoj kategoriji pobijedio Michaela Bispinga, što mu je bila posljednja borba u karijeri.
Khabib je nakon završetka karijere osnovao vlastitu MMA promociju Eagle FC te je već nekoliko puta odbio mogućnost da se vrati u ring.",sport
